,EC Filename,Wrapper Name,Kmer Size,Read - TP,Read - TN,Read - FN,Read - FN WRONG,Read - FP,Read - FP INDEL,Total Trimmed Reads,Total Reads,Base - TP,Base - TN,Base - FN,Base - FN WRONG,Base - FP,Base - FP INDEL,Base - FP TRIM,Base - TP TRIM,Total Bases,Tool,Coverage,Length,Base Sensitivity,Base Precision,Base Gain,Base Accuracy,Trim Percent,Trim Efficiency,Sample,Total Reads,Tool,Kmer Size
111,coral_sample_SRR1543971_1_30.corrected.fastq,run.coral.sh,30,23172,497906,48238,17,2310,2464,751,574107,48697,136441077,137164,74,11560,5252,588,764,136645176,Coral,NA,100,0.262007629,0.743363507,0.171552935,0.998868318,9.89E-06,1.299319728,SRR1543971,574107,Coral,30
7,fiona_sample_SRR1543971_1_0.corrected.fastq,run.fiona.sh,0,54983,483470,11899,1776,6955,15024,556,574107,125036,136398856,58728,2103,44784,31474,361,773,136662115,Fiona,NA,100,0.680416186,0.621161088,0.26543828,0.998994229,8.30E-06,2.141274238,SRR1543971,574107,Fiona,0
154,lighter_sample_SRR1543971_1_20.corrected.fastq,run.lighter.sh,20,48240,495435,22588,69,7660,115,230,574107,107388,136442020,78630,138,14184,121,1,732,136643214,Lighter,NA,100,0.577298971,0.8824501,0.500397811,0.99931885,5.36E-06,732,SRR1543971,574107,Lighter,20
155,lighter_sample_SRR1543971_1_22.corrected.fastq,run.lighter.sh,22,49915,495430,20974,100,7608,80,245,574107,108714,136441881,77139,187,14458,85,1,745,136643210,Lighter,NA,100,0.584946167,0.882010758,0.506696152,0.999327661,5.46E-06,745,SRR1543971,574107,Lighter,22
156,lighter_sample_SRR1543971_1_24.corrected.fastq,run.lighter.sh,24,49702,495730,21189,96,7242,148,244,574107,108022,136441906,77851,158,14362,217,2,743,136643261,Lighter,NA,100,0.581160255,0.881085799,0.502724979,0.999322392,5.45E-06,371.5,SRR1543971,574107,Lighter,24
157,lighter_sample_SRR1543971_1_26.corrected.fastq,run.lighter.sh,26,50733,496097,20370,62,6770,75,228,574107,108529,136442600,77422,135,13691,79,1,728,136643185,Lighter,NA,100,0.583643003,0.887407092,0.509591236,0.999331628,5.34E-06,728,SRR1543971,574107,Lighter,26
158,lighter_sample_SRR1543971_1_28.corrected.fastq,run.lighter.sh,28,50172,496027,20863,65,6907,73,225,574107,107518,136443580,78467,154,12639,79,1,725,136643163,Lighter,NA,100,0.578100384,0.894224691,0.509718526,0.99933154,5.31E-06,725,SRR1543971,574107,Lighter,28
159,lighter_sample_SRR1543971_1_30.corrected.fastq,run.lighter.sh,30,51934,497165,19276,60,5548,124,224,574107,108986,136445500,77011,135,10696,131,0,725,136643184,Lighter,NA,100,0.585955687,0.90963418,0.527745071,0.999356181,5.31E-06,inf,SRR1543971,574107,Lighter,30
202,musket_sample_SRR1543971_1_20.corrected.fastq,run.musket.sh,20,0,501767,72340,0,0,0,227,574107,0,136456517,185980,0,0,0,0,728,136643225,Musket,NA,100,0,inf,0,0.99863893,5.33E-06,inf,SRR1543971,574107,Musket,20
203,musket_sample_SRR1543971_1_22.corrected.fastq,run.musket.sh,22,0,501767,72340,0,0,0,227,574107,0,136456517,185980,0,0,0,0,728,136643225,Musket,NA,100,0,inf,0,0.99863893,5.33E-06,inf,SRR1543971,574107,Musket,22
204,musket_sample_SRR1543971_1_24.corrected.fastq,run.musket.sh,24,0,501767,72340,0,0,0,227,574107,0,136456517,185980,0,0,0,0,728,136643225,Musket,NA,100,0,inf,0,0.99863893,5.33E-06,inf,SRR1543971,574107,Musket,24
205,musket_sample_SRR1543971_1_26.corrected.fastq,run.musket.sh,26,0,501767,72340,0,0,0,227,574107,0,136456517,185980,0,0,0,0,728,136643225,Musket,NA,100,0,inf,0,0.99863893,5.33E-06,inf,SRR1543971,574107,Musket,26
206,musket_sample_SRR1543971_1_28.corrected.fastq,run.musket.sh,28,0,501767,72340,0,0,0,227,574107,0,136456517,185980,0,0,0,0,728,136643225,Musket,NA,100,0,inf,0,0.99863893,5.33E-06,inf,SRR1543971,574107,Musket,28
207,musket_sample_SRR1543971_1_30.corrected.fastq,run.musket.sh,30,0,501767,72340,0,0,0,227,574107,0,136456517,185980,0,0,0,0,728,136643225,Musket,NA,100,0,inf,0,0.99863893,5.33E-06,inf,SRR1543971,574107,Musket,30
394,pollux_sample_SRR1543971_1_20.corrected.fastq,run.pollux.sh,20,16081,456401,48348,91,11877,40703,239,573501,48546,136163382,117163,649,79877,101774,14,732,136512137,Pollux,NA,100,0.292959344,0.210888934,-0.803245448,0.997806213,5.46E-06,52.28571429,SRR1543971,573501,Pollux,20
395,pollux_sample_SRR1543971_1_22.corrected.fastq,run.pollux.sh,22,17332,452624,46397,81,13659,43324,238,573417,52351,136131519,111717,653,88879,106132,15,724,136491990,Pollux,NA,100,0.319081113,0.211637196,-0.869517517,0.997747871,5.41E-06,48.26666667,SRR1543971,573417,Pollux,22
396,pollux_sample_SRR1543971_1_24.corrected.fastq,run.pollux.sh,24,19874,453227,43729,83,12098,44353,248,573364,58266,136124182,104774,656,81926,109650,22,740,136480216,Pollux,NA,100,0.357372424,0.23321139,-0.81765211,0.997823643,5.58E-06,33.63636364,SRR1543971,573364,Pollux,24
397,pollux_sample_SRR1543971_1_26.corrected.fastq,run.pollux.sh,26,23603,438726,37980,91,16255,56679,257,573334,69354,136076063,93394,721,103366,135652,30,741,136479321,Pollux,NA,100,0.426143486,0.224903688,-1.042495146,0.997558862,5.65E-06,24.7,SRR1543971,573334,Pollux,26
398,pollux_sample_SRR1543971_1_28.corrected.fastq,run.pollux.sh,28,24599,437295,36594,86,16731,57960,253,573265,71873,136052568,89826,714,108555,137293,27,739,136461595,Pollux,NA,100,0.44448636,0.226214194,-1.075918837,0.997534714,5.61E-06,27.37037037,SRR1543971,573265,Pollux,28
399,pollux_sample_SRR1543971_1_30.corrected.fastq,run.pollux.sh,30,26308,430041,33546,97,18721,64489,250,573202,77395,136011168,83409,742,119177,156141,25,732,136448789,Pollux,NA,100,0.481300216,0.219427693,-1.23083381,0.997365342,5.55E-06,29.28,SRR1543971,573202,Pollux,30
15,racer_sample_SRR1543971_1_0.corrected.fastq,run.racer.sh,0,50106,444352,9800,57,17263,52529,11144,574107,126680,134639536,56321,3259,1375384,807074,75204,813,137084271,Racer,NA,100,0.692236654,0.054860299,-11.23369818,0.983096122,0.000554528,0.010810595,SRR1543971,574107,Racer,0
250,reckoner_sample_SRR1543971_1_20.corrected.fastq,run.reckoner.sh,20,22114,501767,49158,171,440,457,442,574107,54435,136441390,130666,758,11433,6427,938,899,136646946,Reckoner,NA,100,0.29408269,0.752956636,0.197594827,0.998900649,1.34E-05,0.958422175,SRR1543971,574107,Reckoner,20
251,reckoner_sample_SRR1543971_1_22.corrected.fastq,run.reckoner.sh,22,22687,501767,48652,172,394,435,434,574107,55032,136442737,130055,795,9981,6634,912,885,136647031,Reckoner,NA,100,0.297330445,0.768099153,0.207561849,0.998914152,1.32E-05,0.970394737,SRR1543971,574107,Reckoner,22
252,reckoner_sample_SRR1543971_1_24.corrected.fastq,run.reckoner.sh,24,23115,501767,48148,151,399,527,466,574107,55360,136438054,129640,852,13369,8920,1318,906,136648419,Reckoner,NA,100,0.299243243,0.712951873,0.178762162,0.998872288,1.63E-05,0.687405159,SRR1543971,574107,Reckoner,24
253,reckoner_sample_SRR1543971_1_26.corrected.fastq,run.reckoner.sh,26,23680,501767,47711,159,365,425,492,574107,55325,136441827,129765,714,10597,6931,1293,942,136647394,Reckoner,NA,100,0.298908639,0.759405927,0.204208763,0.998907399,1.64E-05,0.728538283,SRR1543971,574107,Reckoner,26
254,reckoner_sample_SRR1543971_1_28.corrected.fastq,run.reckoner.sh,28,23532,501767,47746,140,358,564,502,574107,54737,136437738,130202,878,13614,9163,1139,946,136648417,Reckoner,NA,100,0.295973267,0.706156307,0.172813739,0.998865724,1.53E-05,0.830553117,SRR1543971,574107,Reckoner,28
255,reckoner_sample_SRR1543971_1_30.corrected.fastq,run.reckoner.sh,30,24143,501767,47099,134,362,602,549,574107,55057,136435441,129872,860,14979,10843,1393,981,136649426,Reckoner,NA,100,0.297719665,0.680732947,0.158087699,0.998844136,1.74E-05,0.704235463,SRR1543971,574107,Reckoner,30
298,sga_sample_SRR1543971_1_20.corrected.fastq,run.sga.sh,20,11594,501767,60187,45,487,27,256,574107,33793,136454832,152023,174,1597,89,30,747,136643285,Sga,NA,100,0.181862703,0.952478931,0.172789211,0.998873608,5.69E-06,24.9,SRR1543971,574107,Sga,20
299,sga_sample_SRR1543971_1_22.corrected.fastq,run.sga.sh,22,12161,501767,59650,47,457,25,255,574107,34992,136454857,150830,165,1573,96,26,750,136643289,Sga,NA,100,0.188309242,0.954474782,0.179327528,0.998882559,5.68E-06,28.84615385,SRR1543971,574107,Sga,22
300,sga_sample_SRR1543971_1_24.corrected.fastq,run.sga.sh,24,12695,501767,59064,47,505,29,257,574107,36094,136454729,149722,164,1705,107,26,752,136643299,Sga,NA,100,0.194245921,0.952197541,0.184494338,0.998889628,5.69E-06,28.92307692,SRR1543971,574107,Sga,24
301,sga_sample_SRR1543971_1_26.corrected.fastq,run.sga.sh,26,13129,501767,58538,44,594,35,267,574107,36965,136454608,148855,159,1811,112,38,754,136643302,Sga,NA,100,0.198929071,0.950550298,0.188580347,0.99889511,5.80E-06,19.84210526,SRR1543971,574107,Sga,26
302,sga_sample_SRR1543971_1_28.corrected.fastq,run.sga.sh,28,13907,501767,57792,44,563,34,267,574107,38215,136454627,147627,161,1793,117,36,752,136643328,Sga,NA,100,0.205631666,0.952398754,0.195354118,0.998904192,5.77E-06,20.88888889,SRR1543971,574107,Sga,28
303,sga_sample_SRR1543971_1_30.corrected.fastq,run.sga.sh,30,14790,501767,56937,39,537,37,270,574107,39460,136454675,146397,149,1733,126,44,751,136643335,Sga,NA,100,0.212313768,0.955008592,0.202311455,0.998913596,5.82E-06,17.06818182,SRR1543971,574107,Sga,30
